target	seqlen	depth	len_cov	prop_cov	fold_cov
2__aac6__NG_052294.1__33	803	78.0	39.0	0.048567870485678705	0.09713574097135741
2__aac6__NG_052187.1__34	641	40.0	20.0	0.031201248049921998	0.062402496099843996
2__aac6__NG_052190.1__35	641	40.0	20.0	0.031201248049921998	0.062402496099843996
2__aac6__NG_052191.1__36	641	0.0	0.0	0.0	0.0
2__aac6__NG_052192.1__37	641	0.0	0.0	0.0	0.0
2__aac6__NG_052193.1__38	641	80.0	20.0	0.031201248049921998	0.12480499219968799
2__aac6__NG_052194.1__39	641	0.0	0.0	0.0	0.0
2__aac6__NG_052195.1__40	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052209.1__41	641	80.0	21.0	0.0327613104524181	0.12480499219968799
2__aac6__NG_052212.1__42	641	0.0	0.0	0.0	0.0
2__aac6__NG_052345.1__43	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052419.1__44	641	0.0	0.0	0.0	0.0
2__aac6__NG_052420.1__45	641	0.0	0.0	0.0	0.0
2__aac6__NG_052427.1__46	641	0.0	0.0	0.0	0.0
2__aac6__NG_052467.1__47	641	76.0	38.0	0.059282371294851796	0.11856474258970359
2__aac6__NG_052471.1__48	641	0.0	0.0	0.0	0.0
2__aac6__NG_052472.1__49	641	0.0	0.0	0.0	0.0
2__aac6__NG_052451.1__50	641	0.0	0.0	0.0	0.0
2__aac6__NG_052450.1__51	641	82.0	28.0	0.0436817472698908	0.12792511700468018
2__aac6__NG_052178.1__52	641	198.0	23.0	0.0358814352574103	0.3088923556942278
2__aac6__NG_052297.1__53	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052292.1__54	641	0.0	0.0	0.0	0.0
2__aac6__NG_052449.1__55	641	0.0	0.0	0.0	0.0
2__aac6__NG_052196.1__56	641	0.0	0.0	0.0	0.0
2__aac6__NG_052346.1__57	641	0.0	0.0	0.0	0.0
2__aac6__NG_052448.1__58	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052389.1__59	641	82.0	23.0	0.0358814352574103	0.12792511700468018
2__aac6__NG_052284.1__60	641	0.0	0.0	0.0	0.0
2__aac6__NG_052263.1__61	641	0.0	0.0	0.0	0.0
2__aac6__NG_052347.1__62	641	52.0	26.0	0.0405616224648986	0.0811232449297972
2__aac6__NG_052336.1__63	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052415.1__64	641	76.0	38.0	0.059282371294851796	0.11856474258970359
2__aac6__NG_052468.1__65	641	81.0	21.0	0.0327613104524181	0.12636505460218408
2__aac6__NG_052466.1__66	641	0.0	0.0	0.0	0.0
2__aac6__NG_052175.1__67	755	84.0	65.0	0.08609271523178808	0.11125827814569536
2__aac6__NG_052189.1__68	668	151.0	113.0	0.1691616766467066	0.22604790419161677
2__aac6__NG_052204.1__69	668	76.0	38.0	0.05688622754491018	0.11377245508982035
2__aac6__NG_052138.1__70	683	276.0	149.0	0.21815519765739386	0.404099560761347
2__aac6__NG_052341.1__71	674	240.0	108.0	0.16023738872403562	0.3560830860534125
2__aac6__NG_052460.1__72	689	115.0	85.0	0.12336719883889695	0.16690856313497823
2__aac6__NG_052461.1__73	674	122.0	102.0	0.1513353115727003	0.18100890207715134
2__aac6__NG_052428.1__74	674	46.0	23.0	0.03412462908011869	0.06824925816023739
2__aac6__NG_052293.1__75	686	369.0	164.0	0.239067055393586	0.5379008746355685
2__aac6__NG_052532.1__76	683	263.0	163.0	0.23865300146412885	0.3850658857979502
2__aac6__NG_052413.1__77	683	219.0	106.0	0.15519765739385066	0.3206442166910688
2__aac6__NG_052469.1__78	683	38.0	19.0	0.027818448023426062	0.055636896046852125
2__aac6__NG_052425.1__79	683	80.0	40.0	0.05856515373352855	0.1171303074670571
2__aac6__NG_052459.1__80	683	312.0	98.0	0.14348462664714495	0.4568081991215227
2__aac6__NG_052464.1__81	674	114.0	57.0	0.08456973293768547	0.16913946587537093
2__aac6__NG_052206.1__82	674	40.0	20.0	0.02967359050445104	0.05934718100890208
2__aac6__NG_052205.1__83	674	0.0	0.0	0.0	0.0
2__aac6__NG_052342.1__84	674	0.0	0.0	0.0	0.0
2__aac6__NG_052139.1__85	698	285.0	119.0	0.17048710601719197	0.40830945558739257
2__aac6__NG_052533.1__86	683	355.0	176.0	0.25768667642752563	0.5197657393850659
2__aac6__NG_052157.1__87	683	158.0	81.0	0.11859443631039532	0.23133235724743778
2__aac6__NG_052445.1__88	686	396.0	185.0	0.2696793002915452	0.577259475218659
2__aac6__NG_052300.1__89	716	1029.0	108.0	0.15083798882681565	1.437150837988827
2__aac6__NG_052301.1__90	755	214.0	195.0	0.2582781456953642	0.28344370860927154
2__aac6__NG_052534.1__91	755	254.0	132.0	0.17483443708609273	0.33642384105960266
2__aac6__NG_052200.1__92	632	0.0	0.0	0.0	0.0
2__aac6__NG_052198.1__93	647	0.0	0.0	0.0	0.0
2__aac6__NG_052199.1__94	647	0.0	0.0	0.0	0.0
2__aac6__NG_052201.1__95	641	0.0	0.0	0.0	0.0
2__aac6__NG_052265.1__96	641	0.0	0.0	0.0	0.0
3__blaSPM__NG_050140.1__1	1031	299.0	68.0	0.06595538312318137	0.29000969932104753
4__cat-TC__NG_047562.1__1	917	0.0	0.0	0.0	0.0
5__smr__NG_052366.1__1	518	186.0	186.0	0.3590733590733591	0.3590733590733591
5__smr__NG_052298.1__2	518	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052457.1__1	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052458.1__2	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052397.1__3	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052216.1__4	632	298.0	298.0	0.47151898734177217	0.47151898734177217
6__aac6-Ighjkrstuvwx__NG_052398.1__5	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052255.1__6	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052399.1__7	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052401.1__8	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052523.1__9	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052166.1__10	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052396.1__11	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052525.1__12	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052529.1__13	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052394.1__14	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052421.1__15	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052531.1__16	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052527.1__17	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052526.1__18	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052400.1__19	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052528.1__20	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052395.1__21	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052258.1__22	641	0.0	0.0	0.0	0.0
7__qacJ__NG_048046.1__1	524	0.0	0.0	0.0	0.0
8__qacH__NG_052082.1__1	524	0.0	0.0	0.0	0.0
9__qacL__NG_052256.1__1	539	32.0	32.0	0.059369202226345084	0.059369202226345084
9__qacL__NG_048049.1__2	533	0.0	0.0	0.0	0.0
9__qacL__NG_048050.1__3	533	147.0	58.0	0.10881801125703565	0.275797373358349
9__qacL__NG_048051.1__4	533	102.0	59.0	0.11069418386491557	0.19136960600375236
9__qacL__NG_051854.1__5	533	379.0	70.0	0.13133208255159476	0.7110694183864915
9__qacL__NG_048048.1__6	533	486.0	67.0	0.12570356472795496	0.9118198874296435
10__qacC__NG_048040.1__1	524	128.0	128.0	0.24427480916030533	0.24427480916030533
11__qacB__NG_048038.1__1	1673	0.0	0.0	0.0	0.0
11__qacB__NG_048039.1__2	1673	0.0	0.0	0.0	0.0
12__qacA__NG_048037.1__1	1545	0.0	0.0	0.0	0.0
13__qacG__NG_051904.1__1	523	0.0	0.0	0.0	0.0
14__qacF__NG_051881.1__1	533	153.0	59.0	0.11069418386491557	0.2870544090056285
14__qacF__NG_052516.1__2	533	0.0	0.0	0.0	0.0
14__qacF__NG_052350.1__3	533	122.0	65.0	0.12195121951219512	0.22889305816135083
14__qacF__NG_052365.1__4	533	54.0	54.0	0.10131332082551595	0.10131332082551595
14__qacF__NG_052235.1__5	533	0.0	0.0	0.0	0.0
14__qacF__NG_052417.1__6	533	50.0	50.0	0.09380863039399624	0.09380863039399624
14__qacF__NG_052176.1__7	539	133.0	57.0	0.10575139146567718	0.24675324675324675
15__qacE__NG_048041.1__1	533	0.0	0.0	0.0	0.0
15__qacE__NG_052493.1__2	533	0.0	0.0	0.0	0.0
16__blaMIR__NG_049294.1__1	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049297.1__2	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049298.1__3	1146	171.0	130.0	0.11343804537521815	0.14921465968586387
16__blaMIR__NG_049300.1__4	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049309.1__5	1146	81.0	41.0	0.03577661431064572	0.07068062827225131
16__blaMIR__NG_050721.1__6	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_050722.1__7	1146	40.0	20.0	0.017452006980802792	0.034904013961605584
16__blaMIR__NG_050723.1__8	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049295.1__9	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049296.1__10	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049301.1__11	1146	54.0	54.0	0.04712041884816754	0.04712041884816754
16__blaMIR__NG_049304.1__12	1205	0.0	0.0	0.0	0.0
16__blaMIR__NG_049307.1__13	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049308.1__14	1346	0.0	0.0	0.0	0.0
16__blaMIR__NG_049303.1__15	1234	0.0	0.0	0.0	0.0
16__blaMIR__NG_049299.1__16	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049302.1__17	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049305.1__18	1188	0.0	0.0	0.0	0.0
16__blaMIR__NG_049293.1__19	1346	0.0	0.0	0.0	0.0
16__blaMIR__NG_049306.1__20	1146	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052304.1__1	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052305.1__2	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052306.1__3	1010	400.0	62.0	0.061386138613861385	0.39603960396039606
17__ant3-Ia__NG_052311.1__4	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052312.1__5	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052313.1__6	992	0.0	0.0	0.0	0.0
18__aac3-VIa__NG_047262.1__1	1100	164.0	82.0	0.07454545454545454	0.14909090909090908
18__aac3-VIa__NG_052583.1__2	1025	0.0	0.0	0.0	0.0
19__mecA2__NG_047951.1__1	2007	0.0	0.0	0.0	0.0
19__mecA2__NG_047952.1__2	2207	0.0	0.0	0.0	0.0
20__vanH-Ao2__NG_048375.1__1	1132	1820.0	597.0	0.5273851590106007	1.607773851590106
21__vanH-Ao1__NG_048374.1__1	1247	2675.0	711.0	0.570168404170008	2.145148356054531
22__blaACC__NG_048589.1__1	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048590.1__2	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048591.1__3	1173	40.0	20.0	0.017050298380221655	0.03410059676044331
22__blaACC__NG_048592.1__4	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048593.1__5	1355	0.0	0.0	0.0	0.0
22__blaACC__NG_048595.1__6	1161	0.0	0.0	0.0	0.0
22__blaACC__NG_048588.1__7	1240	0.0	0.0	0.0	0.0
22__blaACC__NG_048594.1__8	1173	40.0	20.0	0.017050298380221655	0.03410059676044331
23__blaRTG__NG_048714.1__1	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_048717.1__2	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_051466.1__3	897	0.0	0.0	0.0	0.0
23__blaRTG__NG_048750.1__4	912	0.0	0.0	0.0	0.0
23__blaRTG__NG_048753.1__5	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_048718.1__6	1097	0.0	0.0	0.0	0.0
24__ermZ__NG_047856.1__1	1049	78.0	39.0	0.037178265014299335	0.07435653002859867
25__dfr18__NG_047673.1__1	755	40.0	20.0	0.026490066225165563	0.052980132450331126
26__cmlA__NG_052326.1__1	1460	0.0	0.0	0.0	0.0
26__cmlA__NG_051879.1__2	1460	42.0	21.0	0.014383561643835616	0.028767123287671233
26__cmlA__NG_052155.1__3	1460	0.0	0.0	0.0	0.0
27__blaB3CSP__NG_048587.1__1	1073	4080.0	955.0	0.8900279589934762	3.8024231127679404
28__rox__NG_052045.1__1	1622	33049.0	1109.0	0.6837237977805178	20.375462392108506
29__aac3-VIIa__NG_047261.1__1	1067	513.0	325.0	0.3045923149015933	0.48078725398313027
30__tetG__NG_051907.1__1	1376	0.0	0.0	0.0	0.0
30__tetG__NG_048192.1__2	1176	0.0	0.0	0.0	0.0
30__tetG__NG_048191.1__3	1382	0.0	0.0	0.0	0.0
31__salA__NG_048067.1__1	1626	0.0	0.0	0.0	0.0
32__erm44__NG_047787.1__1	932	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047420.1__1	923	40.0	20.0	0.021668472372697724	0.04333694474539545
33__aph3-IIIa__NG_047418.1__2	995	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047421.1__3	995	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047419.1__4	917	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047422.1__5	986	40.0	20.0	0.02028397565922921	0.04056795131845842
34__blaCGA__NG_048758.1__1	1079	159.0	159.0	0.14735866543095458	0.14735866543095458
35__tlmB__NG_048320.1__1	1079	158.0	54.0	0.05004633920296571	0.1464318813716404
36__tet30__NG_048122.1__1	1385	525.0	369.0	0.2664259927797834	0.37906137184115524
37__cmx__NG_047663.1__1	1376	118.0	96.0	0.06976744186046512	0.08575581395348837
37__cmx__NG_047665.1__2	1376	76.0	38.0	0.027616279069767442	0.055232558139534885
37__cmx__NG_047664.1__3	1376	0.0	0.0	0.0	0.0
38__catA2__NG_047595.1__1	842	0.0	0.0	0.0	0.0
38__catA2__NG_047594.1__2	842	0.0	0.0	0.0	0.0
38__catA2__NG_047592.1__3	842	0.0	0.0	0.0	0.0
38__catA2__NG_047593.1__4	842	38.0	19.0	0.022565320665083134	0.04513064133016627
38__catA2__NG_047596.1__5	842	40.0	20.0	0.023752969121140142	0.047505938242280284
39__catA3__NG_047597.1__1	842	0.0	0.0	0.0	0.0
40__catA1__NG_047587.1__1	860	0.0	0.0	0.0	0.0
40__catA1__NG_047583.1__2	860	38.0	19.0	0.022093023255813953	0.044186046511627906
40__catA1__NG_051704.1__3	860	0.0	0.0	0.0	0.0
40__catA1__NG_047582.1__4	860	0.0	0.0	0.0	0.0
40__catA1__NG_047584.1__5	860	0.0	0.0	0.0	0.0
40__catA1__NG_047586.1__6	860	0.0	0.0	0.0	0.0
40__catA1__NG_047585.1__7	860	0.0	0.0	0.0	0.0
41__blaACI__NG_048596.1__1	1017	0.0	0.0	0.0	0.0
42__rmtH__NG_048065.1__1	959	114.0	38.0	0.03962460896767466	0.11887382690302398
43__dfrA14__NG_047694.1__1	645	0.0	0.0	0.0	0.0
43__dfrA14__NG_047695.1__2	604	0.0	0.0	0.0	0.0
43__dfrA14__NG_047698.1__3	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047699.1__4	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047700.1__5	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047696.1__6	540	0.0	0.0	0.0	0.0
44__rmtB__NG_048059.1__1	756	0.0	0.0	0.0	0.0
44__rmtB__NG_051535.1__2	756	0.0	0.0	0.0	0.0
44__rmtB__NG_051536.1__3	756	76.0	38.0	0.05026455026455026	0.10052910052910052
44__rmtB__NG_048058.1__4	956	42.0	21.0	0.021966527196652718	0.043933054393305436
45__dfrA16__NG_047708.1__1	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047706.1__2	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047707.1__3	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047705.1__4	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052147.1__1	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047710.1__2	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047711.1__3	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047712.1__4	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047713.1__5	674	38.0	19.0	0.028189910979228485	0.05637982195845697
46__dfrA17__NG_052158.1__6	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052272.1__7	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047709.1__8	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052149.1__9	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052153.1__10	674	0.0	0.0	0.0	0.0
47__dfrA10__NG_047686.1__1	764	0.0	0.0	0.0	0.0
48__rmtF__NG_048062.1__1	980	204.0	120.0	0.12244897959183673	0.20816326530612245
48__rmtF__NG_051537.1__2	980	44.0	25.0	0.025510204081632654	0.044897959183673466
49__dfrA12__NG_047690.1__1	683	0.0	0.0	0.0	0.0
49__dfrA12__NG_052329.1__2	696	0.0	0.0	0.0	0.0
49__dfrA12__NG_047691.1__3	687	0.0	0.0	0.0	0.0
49__dfrA12__NG_052186.1__4	690	0.0	0.0	0.0	0.0
49__dfrA12__NG_047692.1__5	602	0.0	0.0	0.0	0.0
49__dfrA12__NG_047688.1__6	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_047689.1__7	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_051893.1__8	680	0.0	0.0	0.0	0.0
49__dfrA12__NG_052141.1__9	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_052339.1__10	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_052518.1__11	698	47.0	24.0	0.034383954154727794	0.0673352435530086
49__dfrA12__NG_047687.1__12	698	0.0	0.0	0.0	0.0
50__rmtD__NG_050557.1__1	944	216.0	52.0	0.05508474576271186	0.2288135593220339
50__rmtD__NG_048061.1__2	944	0.0	0.0	0.0	0.0
51__cmlB1__NG_047658.1__1	1466	0.0	0.0	0.0	0.0
52__blaVHH__NG_050334.1__1	1052	38.0	19.0	0.01806083650190114	0.03612167300380228
53__msrA__NG_048002.1__1	1567	0.0	0.0	0.0	0.0
53__msrA__NG_048000.1__2	1667	0.0	0.0	0.0	0.0
53__msrA__NG_048001.1__3	1645	0.0	0.0	0.0	0.0
53__msrA__NG_047999.1__4	1645	0.0	0.0	0.0	0.0
54__cfr__NG_050395.1__1	1250	424.0	88.0	0.0704	0.3392
54__cfr__NG_047632.1__2	1250	92.0	92.0	0.0736	0.0736
54__cfr__NG_047631.1__3	1250	0.0	0.0	0.0	0.0
55__ermB__NG_047800.1__1	938	0.0	0.0	0.0	0.0
55__ermB__NG_047794.1__2	938	0.0	0.0	0.0	0.0
55__ermB__NG_047801.1__3	947	0.0	0.0	0.0	0.0
55__ermB__NG_047804.1__4	838	0.0	0.0	0.0	0.0
55__ermB__NG_047799.1__5	953	0.0	0.0	0.0	0.0
55__ermB__NG_047803.1__6	938	0.0	0.0	0.0	0.0
55__ermB__NG_047795.1__7	938	0.0	0.0	0.0	0.0
55__ermB__NG_047796.1__8	938	0.0	0.0	0.0	0.0
55__ermB__NG_047802.1__9	938	0.0	0.0	0.0	0.0
55__ermB__NG_047798.1__10	938	0.0	0.0	0.0	0.0
55__ermB__NG_047797.1__11	938	0.0	0.0	0.0	0.0
56__aac2-Ia__NG_047226.1__1	737	38.0	19.0	0.025780189959294438	0.051560379918588875
57__lnuA__NG_047914.1__1	686	38.0	19.0	0.027696793002915453	0.05539358600583091
57__lnuA__NG_047915.1__2	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047916.1__3	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047919.1__4	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047913.1__5	686	81.0	62.0	0.09037900874635568	0.11807580174927114
57__lnuA__NG_047918.1__6	686	0.0	0.0	0.0	0.0
57__lnuA__NG_050416.1__7	686	38.0	19.0	0.027696793002915453	0.05539358600583091
57__lnuA__NG_047917.1__8	686	0.0	0.0	0.0	0.0
58__aac2-Ic__NG_047229.1__1	734	1134.0	184.0	0.2506811989100817	1.5449591280653951
59__aac2-Ib__NG_047227.1__1	788	1517.0	410.0	0.5203045685279187	1.9251269035532994
60__aac2-Ie__NG_050581.1__1	749	150.0	75.0	0.10013351134846461	0.20026702269692923
61__aac2-Id__NG_047230.1__1	833	527.0	200.0	0.24009603841536614	0.6326530612244898
62__blaAST__NG_048690.1__1	1133	489.0	190.0	0.1676963812886143	0.4315975286849073
63__vanH-Pt__NG_048390.1__1	1169	3031.0	1075.0	0.9195893926432849	2.592814371257485
64__ermE__NG_047821.1__1	1313	283.0	113.0	0.08606245239908607	0.21553693830921553
64__ermE__NG_047822.1__2	1341	238.0	122.0	0.09097688292319164	0.17747949291573453
65__blaERP__NG_049087.1__1	882	116.0	49.0	0.05555555555555555	0.13151927437641722
66__cfxA__NG_047633.1__1	1166	0.0	0.0	0.0	0.0
66__cfxA__NG_047635.1__2	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047634.1__3	1080	0.0	0.0	0.0	0.0
66__cfxA__NG_047636.1__4	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047637.1__5	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047638.1__6	966	0.0	0.0	0.0	0.0
67__tet41__NG_048142.1__1	1382	116.0	59.0	0.0426917510853835	0.08393632416787265
68__vgaD__NG_048560.1__1	1778	116.0	58.0	0.03262092238470191	0.06524184476940383
69__vanF__NG_048367.1__1	1232	41869.0	1232.0	1.0	33.984577922077925
70__aph9-Ia__NG_047473.1__1	1196	1394.0	509.0	0.42558528428093645	1.165551839464883
70__aph9-Ia__NG_051696.1__2	1193	152.0	152.0	0.12740989103101424	0.12740989103101424
71__aph9-Ib__NG_047474.1__1	1193	165.0	83.0	0.06957250628667226	0.1383067896060352
72__vanX-Pt__NG_048499.1__1	785	2379.0	566.0	0.7210191082802547	3.0305732484076433
72__vanX-Pt__NG_048497.1__2	809	0.0	0.0	0.0	0.0
72__vanX-Pt__NG_048498.1__3	809	1180.0	478.0	0.5908529048207664	1.4585908529048208
73__blaSRT__NG_047546.1__1	1207	80.0	40.0	0.033140016570008285	0.06628003314001657
73__blaSRT__NG_047547.1__2	1298	42.0	21.0	0.016178736517719568	0.032357473035439135
73__blaSRT__NG_047548.1__3	1137	38.0	19.0	0.016710642040457344	0.03342128408091469
73__blaSRT__NG_050142.1__4	1237	38.0	19.0	0.015359741309620048	0.030719482619240096
73__blaSRT__NG_050143.1__5	1137	76.0	38.0	0.03342128408091469	0.06684256816182937
73__blaSRT__NG_050144.1__6	1237	161.0	80.0	0.0646725949878739	0.1301535974130962
74__myrA__NG_048010.1__1	1088	158.0	79.0	0.07261029411764706	0.14522058823529413
75__mecA1__NG_047950.1__1	2069	0.0	0.0	0.0	0.0
75__mecA1__NG_047949.1__2	2201	0.0	0.0	0.0	0.0
76__kamB__NG_050562.1__1	848	160.0	81.0	0.09551886792452831	0.18867924528301888
76__kamB__NG_050561.1__2	848	156.0	78.0	0.09198113207547169	0.18396226415094338
77__ble-Sh__NG_047556.1__1	438	196.0	82.0	0.1872146118721461	0.4474885844748858
78__blaSCO__NG_049978.1__1	1067	38.0	19.0	0.01780693533270853	0.03561387066541706
79__blaHMB__NG_050588.1__1	726	0.0	0.0	0.0	0.0
79__blaHMB__NG_052225.1__2	926	83.0	83.0	0.08963282937365011	0.08963282937365011
80__erm45__NG_047788.1__1	938	0.0	0.0	0.0	0.0
81__bcr1__NG_052042.1__1	1388	0.0	0.0	0.0	0.0
82__tetBP__NG_048319.1__1	2159	38.0	19.0	0.008800370541917554	0.01760074108383511
83__aacA48__NG_052025.1__1	704	0.0	0.0	0.0	0.0
84__aacA49__NG_052026.1__1	706	0.0	0.0	0.0	0.0
85__aacA43__NG_052295.1__1	764	0.0	0.0	0.0	0.0
85__aacA43__NG_047321.1__2	764	318.0	62.0	0.08115183246073299	0.4162303664921466
85__aacA43__NG_052508.1__3	764	0.0	0.0	0.0	0.0
86__aadD1__NG_047372.1__1	962	0.0	0.0	0.0	0.0
86__aadD1__NG_047376.1__2	762	0.0	0.0	0.0	0.0
87__blaKPC__NG_049243.1__1	882	38.0	19.0	0.021541950113378686	0.04308390022675737
