target	seqlen	depth	len_cov	prop_cov	fold_cov
2__aac6__NG_052294.1__33	803	76.0	38.0	0.047322540473225407	0.09464508094645081
2__aac6__NG_052187.1__34	641	0.0	0.0	0.0	0.0
2__aac6__NG_052190.1__35	641	0.0	0.0	0.0	0.0
2__aac6__NG_052191.1__36	641	0.0	0.0	0.0	0.0
2__aac6__NG_052192.1__37	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052193.1__38	641	120.0	40.0	0.062402496099843996	0.187207488299532
2__aac6__NG_052194.1__39	641	0.0	0.0	0.0	0.0
2__aac6__NG_052195.1__40	641	40.0	20.0	0.031201248049921998	0.062402496099843996
2__aac6__NG_052209.1__41	641	76.0	38.0	0.059282371294851796	0.11856474258970359
2__aac6__NG_052212.1__42	641	0.0	0.0	0.0	0.0
2__aac6__NG_052345.1__43	641	82.0	25.0	0.0390015600624025	0.12792511700468018
2__aac6__NG_052419.1__44	641	55.0	28.0	0.0436817472698908	0.08580343213728549
2__aac6__NG_052420.1__45	641	0.0	0.0	0.0	0.0
2__aac6__NG_052427.1__46	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052467.1__47	641	44.0	22.0	0.0343213728549142	0.0686427457098284
2__aac6__NG_052471.1__48	641	78.0	39.0	0.060842433697347896	0.12168486739469579
2__aac6__NG_052472.1__49	641	0.0	0.0	0.0	0.0
2__aac6__NG_052451.1__50	641	0.0	0.0	0.0	0.0
2__aac6__NG_052450.1__51	641	40.0	20.0	0.031201248049921998	0.062402496099843996
2__aac6__NG_052178.1__52	641	40.0	20.0	0.031201248049921998	0.062402496099843996
2__aac6__NG_052297.1__53	641	0.0	0.0	0.0	0.0
2__aac6__NG_052292.1__54	641	0.0	0.0	0.0	0.0
2__aac6__NG_052449.1__55	641	0.0	0.0	0.0	0.0
2__aac6__NG_052196.1__56	641	0.0	0.0	0.0	0.0
2__aac6__NG_052346.1__57	641	0.0	0.0	0.0	0.0
2__aac6__NG_052448.1__58	641	0.0	0.0	0.0	0.0
2__aac6__NG_052389.1__59	641	0.0	0.0	0.0	0.0
2__aac6__NG_052284.1__60	641	0.0	0.0	0.0	0.0
2__aac6__NG_052263.1__61	641	0.0	0.0	0.0	0.0
2__aac6__NG_052347.1__62	641	0.0	0.0	0.0	0.0
2__aac6__NG_052336.1__63	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052415.1__64	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052468.1__65	641	124.0	34.0	0.0530421216848674	0.1934477379095164
2__aac6__NG_052466.1__66	641	0.0	0.0	0.0	0.0
2__aac6__NG_052175.1__67	755	69.0	69.0	0.0913907284768212	0.0913907284768212
2__aac6__NG_052189.1__68	668	203.0	123.0	0.18413173652694612	0.30389221556886226
2__aac6__NG_052204.1__69	668	298.0	86.0	0.12874251497005987	0.44610778443113774
2__aac6__NG_052138.1__70	683	120.0	101.0	0.1478770131771596	0.17569546120058566
2__aac6__NG_052341.1__71	674	348.0	105.0	0.15578635014836795	0.516320474777448
2__aac6__NG_052460.1__72	689	189.0	113.0	0.16400580551523947	0.274310595065312
2__aac6__NG_052461.1__73	674	0.0	0.0	0.0	0.0
2__aac6__NG_052428.1__74	674	76.0	38.0	0.05637982195845697	0.11275964391691394
2__aac6__NG_052293.1__75	686	82.0	41.0	0.0597667638483965	0.119533527696793
2__aac6__NG_052532.1__76	683	221.0	128.0	0.18740849194729137	0.3235724743777452
2__aac6__NG_052413.1__77	683	418.0	217.0	0.31771595900439237	0.6120058565153733
2__aac6__NG_052469.1__78	683	40.0	20.0	0.029282576866764276	0.05856515373352855
2__aac6__NG_052425.1__79	683	155.0	58.0	0.0849194729136164	0.22693997071742314
2__aac6__NG_052459.1__80	683	147.0	109.0	0.1595900439238653	0.21522693997071743
2__aac6__NG_052464.1__81	674	152.0	73.0	0.1083086053412463	0.22551928783382788
2__aac6__NG_052206.1__82	674	44.0	44.0	0.06528189910979229	0.06528189910979229
2__aac6__NG_052205.1__83	674	166.0	146.0	0.2166172106824926	0.24629080118694363
2__aac6__NG_052342.1__84	674	0.0	0.0	0.0	0.0
2__aac6__NG_052139.1__85	698	418.0	167.0	0.23925501432664756	0.5988538681948424
2__aac6__NG_052533.1__86	683	159.0	78.0	0.11420204978038068	0.232796486090776
2__aac6__NG_052157.1__87	683	118.0	99.0	0.14494875549048317	0.17276720351390923
2__aac6__NG_052445.1__88	686	0.0	0.0	0.0	0.0
2__aac6__NG_052300.1__89	716	620.0	141.0	0.19692737430167598	0.8659217877094972
2__aac6__NG_052301.1__90	755	108.0	87.0	0.1152317880794702	0.14304635761589404
2__aac6__NG_052534.1__91	755	176.0	157.0	0.20794701986754968	0.23311258278145697
2__aac6__NG_052200.1__92	632	0.0	0.0	0.0	0.0
2__aac6__NG_052198.1__93	647	0.0	0.0	0.0	0.0
2__aac6__NG_052199.1__94	647	0.0	0.0	0.0	0.0
2__aac6__NG_052201.1__95	641	0.0	0.0	0.0	0.0
2__aac6__NG_052265.1__96	641	0.0	0.0	0.0	0.0
3__blaSPM__NG_050140.1__1	1031	469.0	319.0	0.30940834141610085	0.45489815712900095
4__cat-TC__NG_047562.1__1	917	631.0	373.0	0.40676117775354415	0.688113413304253
5__smr__NG_052366.1__1	518	133.0	79.0	0.1525096525096525	0.25675675675675674
5__smr__NG_052298.1__2	518	40.0	20.0	0.03861003861003861	0.07722007722007722
6__aac6-Ighjkrstuvwx__NG_052457.1__1	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052458.1__2	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052397.1__3	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052216.1__4	632	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052398.1__5	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052255.1__6	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052399.1__7	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052401.1__8	641	486.0	457.0	0.7129485179407177	0.7581903276131046
6__aac6-Ighjkrstuvwx__NG_052523.1__9	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052166.1__10	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052396.1__11	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052525.1__12	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052529.1__13	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052394.1__14	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052421.1__15	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052531.1__16	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052527.1__17	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052526.1__18	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052400.1__19	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052528.1__20	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052395.1__21	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052258.1__22	641	38.0	19.0	0.029641185647425898	0.059282371294851796
7__qacJ__NG_048046.1__1	524	0.0	0.0	0.0	0.0
8__qacH__NG_052082.1__1	524	0.0	0.0	0.0	0.0
9__qacL__NG_052256.1__1	539	142.0	61.0	0.11317254174397032	0.2634508348794063
9__qacL__NG_048049.1__2	533	0.0	0.0	0.0	0.0
9__qacL__NG_048050.1__3	533	170.0	65.0	0.12195121951219512	0.31894934333958724
9__qacL__NG_048051.1__4	533	116.0	62.0	0.11632270168855535	0.2176360225140713
9__qacL__NG_051854.1__5	533	149.0	58.0	0.10881801125703565	0.2795497185741088
9__qacL__NG_048048.1__6	533	147.0	58.0	0.10881801125703565	0.275797373358349
10__qacC__NG_048040.1__1	524	0.0	0.0	0.0	0.0
11__qacB__NG_048038.1__1	1673	0.0	0.0	0.0	0.0
11__qacB__NG_048039.1__2	1673	0.0	0.0	0.0	0.0
12__qacA__NG_048037.1__1	1545	0.0	0.0	0.0	0.0
13__qacG__NG_051904.1__1	523	0.0	0.0	0.0	0.0
14__qacF__NG_051881.1__1	533	353.0	80.0	0.150093808630394	0.6622889305816135
14__qacF__NG_052516.1__2	533	0.0	0.0	0.0	0.0
14__qacF__NG_052350.1__3	533	61.0	61.0	0.11444652908067542	0.11444652908067542
14__qacF__NG_052365.1__4	533	0.0	0.0	0.0	0.0
14__qacF__NG_052235.1__5	533	0.0	0.0	0.0	0.0
14__qacF__NG_052417.1__6	533	60.0	60.0	0.1125703564727955	0.1125703564727955
14__qacF__NG_052176.1__7	539	0.0	0.0	0.0	0.0
15__qacE__NG_048041.1__1	533	274.0	260.0	0.4878048780487805	0.5140712945590994
15__qacE__NG_052493.1__2	533	72.0	72.0	0.1350844277673546	0.1350844277673546
16__blaMIR__NG_049294.1__1	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049297.1__2	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049298.1__3	1146	394.0	240.0	0.2094240837696335	0.343804537521815
16__blaMIR__NG_049300.1__4	1146	42.0	21.0	0.01832460732984293	0.03664921465968586
16__blaMIR__NG_049309.1__5	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_050721.1__6	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_050722.1__7	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_050723.1__8	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049295.1__9	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049296.1__10	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049301.1__11	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049304.1__12	1205	0.0	0.0	0.0	0.0
16__blaMIR__NG_049307.1__13	1146	38.0	19.0	0.016579406631762654	0.03315881326352531
16__blaMIR__NG_049308.1__14	1346	0.0	0.0	0.0	0.0
16__blaMIR__NG_049303.1__15	1234	38.0	19.0	0.01539708265802269	0.03079416531604538
16__blaMIR__NG_049299.1__16	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049302.1__17	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049305.1__18	1188	44.0	22.0	0.018518518518518517	0.037037037037037035
16__blaMIR__NG_049293.1__19	1346	0.0	0.0	0.0	0.0
16__blaMIR__NG_049306.1__20	1146	34.0	34.0	0.029668411867364748	0.029668411867364748
17__ant3-Ia__NG_052304.1__1	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052305.1__2	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052306.1__3	1010	445.0	58.0	0.05742574257425743	0.4405940594059406
17__ant3-Ia__NG_052311.1__4	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052312.1__5	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052313.1__6	992	42.0	42.0	0.04233870967741935	0.04233870967741935
18__aac3-VIa__NG_047262.1__1	1100	0.0	0.0	0.0	0.0
18__aac3-VIa__NG_052583.1__2	1025	84.0	42.0	0.04097560975609756	0.08195121951219513
19__mecA2__NG_047951.1__1	2007	0.0	0.0	0.0	0.0
19__mecA2__NG_047952.1__2	2207	0.0	0.0	0.0	0.0
20__vanH-Ao2__NG_048375.1__1	1132	4042.0	756.0	0.6678445229681979	3.570671378091873
21__vanH-Ao1__NG_048374.1__1	1247	4254.0	983.0	0.7882919005613472	3.4113873295910184
22__blaACC__NG_048589.1__1	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048590.1__2	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048591.1__3	1173	40.0	21.0	0.017902813299232736	0.03410059676044331
22__blaACC__NG_048592.1__4	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048593.1__5	1355	0.0	0.0	0.0	0.0
22__blaACC__NG_048595.1__6	1161	0.0	0.0	0.0	0.0
22__blaACC__NG_048588.1__7	1240	42.0	21.0	0.016935483870967744	0.03387096774193549
22__blaACC__NG_048594.1__8	1173	0.0	0.0	0.0	0.0
23__blaRTG__NG_048714.1__1	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_048717.1__2	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_051466.1__3	897	0.0	0.0	0.0	0.0
23__blaRTG__NG_048750.1__4	912	0.0	0.0	0.0	0.0
23__blaRTG__NG_048753.1__5	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_048718.1__6	1097	0.0	0.0	0.0	0.0
24__ermZ__NG_047856.1__1	1049	38.0	19.0	0.01811248808388942	0.03622497616777884
25__dfr18__NG_047673.1__1	755	38.0	19.0	0.025165562913907286	0.05033112582781457
26__cmlA__NG_052326.1__1	1460	0.0	0.0	0.0	0.0
26__cmlA__NG_051879.1__2	1460	0.0	0.0	0.0	0.0
26__cmlA__NG_052155.1__3	1460	0.0	0.0	0.0	0.0
27__blaB3CSP__NG_048587.1__1	1073	959.0	518.0	0.4827586206896552	0.8937558247903076
28__rox__NG_052045.1__1	1622	35327.0	1152.0	0.7102342786683107	21.779901356350184
29__aac3-VIIa__NG_047261.1__1	1067	152.0	58.0	0.05435801312089972	0.14245548266166824
30__tetG__NG_051907.1__1	1376	5026.0	1171.0	0.8510174418604651	3.6526162790697674
30__tetG__NG_048192.1__2	1176	0.0	0.0	0.0	0.0
30__tetG__NG_048191.1__3	1382	1045.0	622.0	0.45007235890014474	0.756150506512301
31__salA__NG_048067.1__1	1626	54.0	27.0	0.016605166051660517	0.033210332103321034
32__erm44__NG_047787.1__1	932	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047420.1__1	923	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047418.1__2	995	38.0	19.0	0.019095477386934675	0.03819095477386935
33__aph3-IIIa__NG_047421.1__3	995	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047419.1__4	917	40.0	20.0	0.021810250817884406	0.04362050163576881
33__aph3-IIIa__NG_047422.1__5	986	38.0	19.0	0.019269776876267748	0.038539553752535496
34__blaCGA__NG_048758.1__1	1079	174.0	174.0	0.16126042632066728	0.16126042632066728
35__tlmB__NG_048320.1__1	1079	168.0	84.0	0.0778498609823911	0.1556997219647822
36__tet30__NG_048122.1__1	1385	437.0	219.0	0.15812274368231047	0.3155234657039711
37__cmx__NG_047663.1__1	1376	198.0	140.0	0.10174418604651163	0.1438953488372093
37__cmx__NG_047665.1__2	1376	137.0	137.0	0.09956395348837209	0.09956395348837209
37__cmx__NG_047664.1__3	1376	187.0	187.0	0.13590116279069767	0.13590116279069767
38__catA2__NG_047595.1__1	842	0.0	0.0	0.0	0.0
38__catA2__NG_047594.1__2	842	0.0	0.0	0.0	0.0
38__catA2__NG_047592.1__3	842	0.0	0.0	0.0	0.0
38__catA2__NG_047593.1__4	842	0.0	0.0	0.0	0.0
38__catA2__NG_047596.1__5	842	0.0	0.0	0.0	0.0
39__catA3__NG_047597.1__1	842	0.0	0.0	0.0	0.0
40__catA1__NG_047587.1__1	860	0.0	0.0	0.0	0.0
40__catA1__NG_047583.1__2	860	0.0	0.0	0.0	0.0
40__catA1__NG_051704.1__3	860	0.0	0.0	0.0	0.0
40__catA1__NG_047582.1__4	860	38.0	19.0	0.022093023255813953	0.044186046511627906
40__catA1__NG_047584.1__5	860	38.0	19.0	0.022093023255813953	0.044186046511627906
40__catA1__NG_047586.1__6	860	0.0	0.0	0.0	0.0
40__catA1__NG_047585.1__7	860	0.0	0.0	0.0	0.0
41__blaACI__NG_048596.1__1	1017	193.0	59.0	0.05801376597836775	0.18977384464110128
42__rmtH__NG_048065.1__1	959	79.0	40.0	0.04171011470281543	0.08237747653806048
43__dfrA14__NG_047694.1__1	645	0.0	0.0	0.0	0.0
43__dfrA14__NG_047695.1__2	604	0.0	0.0	0.0	0.0
43__dfrA14__NG_047698.1__3	683	38.0	19.0	0.027818448023426062	0.055636896046852125
43__dfrA14__NG_047699.1__4	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047700.1__5	683	40.0	20.0	0.029282576866764276	0.05856515373352855
43__dfrA14__NG_047696.1__6	540	0.0	0.0	0.0	0.0
44__rmtB__NG_048059.1__1	756	0.0	0.0	0.0	0.0
44__rmtB__NG_051535.1__2	756	0.0	0.0	0.0	0.0
44__rmtB__NG_051536.1__3	756	0.0	0.0	0.0	0.0
44__rmtB__NG_048058.1__4	956	42.0	21.0	0.021966527196652718	0.043933054393305436
45__dfrA16__NG_047708.1__1	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047706.1__2	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047707.1__3	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047705.1__4	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052147.1__1	674	162.0	98.0	0.14540059347181009	0.2403560830860534
46__dfrA17__NG_047710.1__2	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047711.1__3	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047712.1__4	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047713.1__5	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052158.1__6	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052272.1__7	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047709.1__8	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052149.1__9	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052153.1__10	674	0.0	0.0	0.0	0.0
47__dfrA10__NG_047686.1__1	764	0.0	0.0	0.0	0.0
48__rmtF__NG_048062.1__1	980	40.0	20.0	0.02040816326530612	0.04081632653061224
48__rmtF__NG_051537.1__2	980	194.0	99.0	0.10102040816326531	0.19795918367346937
49__dfrA12__NG_047690.1__1	683	0.0	0.0	0.0	0.0
49__dfrA12__NG_052329.1__2	696	0.0	0.0	0.0	0.0
49__dfrA12__NG_047691.1__3	687	0.0	0.0	0.0	0.0
49__dfrA12__NG_052186.1__4	690	0.0	0.0	0.0	0.0
49__dfrA12__NG_047692.1__5	602	0.0	0.0	0.0	0.0
49__dfrA12__NG_047688.1__6	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_047689.1__7	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_051893.1__8	680	0.0	0.0	0.0	0.0
49__dfrA12__NG_052141.1__9	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_052339.1__10	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_052518.1__11	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_047687.1__12	698	0.0	0.0	0.0	0.0
50__rmtD__NG_050557.1__1	944	161.0	82.0	0.08686440677966102	0.1705508474576271
50__rmtD__NG_048061.1__2	944	84.0	42.0	0.04449152542372881	0.08898305084745763
51__cmlB1__NG_047658.1__1	1466	38.0	19.0	0.01296043656207367	0.02592087312414734
52__blaVHH__NG_050334.1__1	1052	0.0	0.0	0.0	0.0
53__msrA__NG_048002.1__1	1567	0.0	0.0	0.0	0.0
53__msrA__NG_048000.1__2	1667	0.0	0.0	0.0	0.0
53__msrA__NG_048001.1__3	1645	0.0	0.0	0.0	0.0
53__msrA__NG_047999.1__4	1645	0.0	0.0	0.0	0.0
54__cfr__NG_050395.1__1	1250	476.0	304.0	0.2432	0.3808
54__cfr__NG_047632.1__2	1250	0.0	0.0	0.0	0.0
54__cfr__NG_047631.1__3	1250	0.0	0.0	0.0	0.0
55__ermB__NG_047800.1__1	938	0.0	0.0	0.0	0.0
55__ermB__NG_047794.1__2	938	0.0	0.0	0.0	0.0
55__ermB__NG_047801.1__3	947	0.0	0.0	0.0	0.0
55__ermB__NG_047804.1__4	838	0.0	0.0	0.0	0.0
55__ermB__NG_047799.1__5	953	0.0	0.0	0.0	0.0
55__ermB__NG_047803.1__6	938	0.0	0.0	0.0	0.0
55__ermB__NG_047795.1__7	938	0.0	0.0	0.0	0.0
55__ermB__NG_047796.1__8	938	0.0	0.0	0.0	0.0
55__ermB__NG_047802.1__9	938	0.0	0.0	0.0	0.0
55__ermB__NG_047798.1__10	938	0.0	0.0	0.0	0.0
55__ermB__NG_047797.1__11	938	0.0	0.0	0.0	0.0
56__aac2-Ia__NG_047226.1__1	737	0.0	0.0	0.0	0.0
57__lnuA__NG_047914.1__1	686	40.0	20.0	0.029154518950437316	0.05830903790087463
57__lnuA__NG_047915.1__2	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047916.1__3	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047919.1__4	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047913.1__5	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047918.1__6	686	150.0	130.0	0.18950437317784258	0.21865889212827988
57__lnuA__NG_050416.1__7	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047917.1__8	686	0.0	0.0	0.0	0.0
58__aac2-Ic__NG_047229.1__1	734	1171.0	230.0	0.3133514986376022	1.595367847411444
59__aac2-Ib__NG_047227.1__1	788	1323.0	434.0	0.550761421319797	1.6789340101522843
60__aac2-Ie__NG_050581.1__1	749	79.0	40.0	0.0534045393858478	0.1054739652870494
61__aac2-Id__NG_047230.1__1	833	492.0	115.0	0.13805522208883553	0.5906362545018007
62__blaAST__NG_048690.1__1	1133	457.0	217.0	0.1915269196822595	0.40335392762577227
63__vanH-Pt__NG_048390.1__1	1169	6158.0	988.0	0.8451668092386655	5.267750213857998
64__ermE__NG_047821.1__1	1313	0.0	0.0	0.0	0.0
64__ermE__NG_047822.1__2	1341	116.0	58.0	0.04325130499627144	0.08650260999254288
65__blaERP__NG_049087.1__1	882	116.0	58.0	0.06575963718820861	0.13151927437641722
66__cfxA__NG_047633.1__1	1166	0.0	0.0	0.0	0.0
66__cfxA__NG_047635.1__2	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047634.1__3	1080	0.0	0.0	0.0	0.0
66__cfxA__NG_047636.1__4	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047637.1__5	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047638.1__6	966	0.0	0.0	0.0	0.0
67__tet41__NG_048142.1__1	1382	351.0	176.0	0.12735166425470332	0.2539797395079595
68__vgaD__NG_048560.1__1	1778	38.0	19.0	0.010686164229471317	0.021372328458942633
69__vanF__NG_048367.1__1	1232	38500.0	1232.0	1.0	31.25
70__aph9-Ia__NG_047473.1__1	1196	167.0	95.0	0.0794314381270903	0.13963210702341136
70__aph9-Ia__NG_051696.1__2	1193	0.0	0.0	0.0	0.0
71__aph9-Ib__NG_047474.1__1	1193	38.0	19.0	0.01592623637887678	0.03185247275775356
72__vanX-Pt__NG_048499.1__1	785	1769.0	722.0	0.9197452229299363	2.253503184713376
72__vanX-Pt__NG_048497.1__2	809	517.0	232.0	0.2867737948084054	0.6390605686032138
72__vanX-Pt__NG_048498.1__3	809	846.0	452.0	0.5587144622991347	1.045735475896168
73__blaSRT__NG_047546.1__1	1207	38.0	19.0	0.015741507870753936	0.03148301574150787
73__blaSRT__NG_047547.1__2	1298	124.0	62.0	0.04776579352850539	0.09553158705701079
73__blaSRT__NG_047548.1__3	1137	126.0	63.0	0.055408970976253295	0.11081794195250659
73__blaSRT__NG_050142.1__4	1237	40.0	20.0	0.016168148746968473	0.03233629749393695
73__blaSRT__NG_050143.1__5	1137	38.0	19.0	0.016710642040457344	0.03342128408091469
73__blaSRT__NG_050144.1__6	1237	80.0	40.0	0.03233629749393695	0.0646725949878739
74__myrA__NG_048010.1__1	1088	283.0	184.0	0.16911764705882354	0.2601102941176471
75__mecA1__NG_047950.1__1	2069	0.0	0.0	0.0	0.0
75__mecA1__NG_047949.1__2	2201	338.0	318.0	0.1444797819173103	0.15356656065424806
76__kamB__NG_050562.1__1	848	105.0	65.0	0.07665094339622641	0.12382075471698113
76__kamB__NG_050561.1__2	848	187.0	109.0	0.12853773584905662	0.2205188679245283
77__ble-Sh__NG_047556.1__1	438	0.0	0.0	0.0	0.0
78__blaSCO__NG_049978.1__1	1067	38.0	19.0	0.01780693533270853	0.03561387066541706
79__blaHMB__NG_050588.1__1	726	137.0	78.0	0.10743801652892562	0.1887052341597796
79__blaHMB__NG_052225.1__2	926	151.0	85.0	0.091792656587473	0.1630669546436285
80__erm45__NG_047788.1__1	938	40.0	20.0	0.021321961620469083	0.042643923240938165
81__bcr1__NG_052042.1__1	1388	50.0	25.0	0.018011527377521614	0.03602305475504323
82__tetBP__NG_048319.1__1	2159	178.0	140.0	0.06484483557202408	0.08244557665585919
83__aacA48__NG_052025.1__1	704	38.0	19.0	0.026988636363636364	0.05397727272727273
84__aacA49__NG_052026.1__1	706	0.0	0.0	0.0	0.0
85__aacA43__NG_052295.1__1	764	0.0	0.0	0.0	0.0
85__aacA43__NG_047321.1__2	764	358.0	64.0	0.08376963350785341	0.468586387434555
85__aacA43__NG_052508.1__3	764	0.0	0.0	0.0	0.0
86__aadD1__NG_047372.1__1	962	0.0	0.0	0.0	0.0
