target	seqlen	depth	len_cov	prop_cov	fold_cov
2__aac6__NG_052187.1__34	641	0.0	0.0	0.0	0.0
2__aac6__NG_052190.1__35	641	78.0	26.0	0.0405616224648986	0.12168486739469579
2__aac6__NG_052191.1__36	641	0.0	0.0	0.0	0.0
2__aac6__NG_052192.1__37	641	0.0	0.0	0.0	0.0
2__aac6__NG_052193.1__38	641	80.0	20.0	0.031201248049921998	0.12480499219968799
2__aac6__NG_052194.1__39	641	0.0	0.0	0.0	0.0
2__aac6__NG_052195.1__40	641	0.0	0.0	0.0	0.0
2__aac6__NG_052209.1__41	641	0.0	0.0	0.0	0.0
2__aac6__NG_052212.1__42	641	0.0	0.0	0.0	0.0
2__aac6__NG_052345.1__43	641	0.0	0.0	0.0	0.0
2__aac6__NG_052419.1__44	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052420.1__45	641	0.0	0.0	0.0	0.0
2__aac6__NG_052427.1__46	641	0.0	0.0	0.0	0.0
2__aac6__NG_052467.1__47	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052471.1__48	641	0.0	0.0	0.0	0.0
2__aac6__NG_052472.1__49	641	0.0	0.0	0.0	0.0
2__aac6__NG_052451.1__50	641	0.0	0.0	0.0	0.0
2__aac6__NG_052450.1__51	641	0.0	0.0	0.0	0.0
2__aac6__NG_052178.1__52	641	40.0	20.0	0.031201248049921998	0.062402496099843996
2__aac6__NG_052297.1__53	641	0.0	0.0	0.0	0.0
2__aac6__NG_052292.1__54	641	0.0	0.0	0.0	0.0
2__aac6__NG_052449.1__55	641	0.0	0.0	0.0	0.0
2__aac6__NG_052196.1__56	641	80.0	40.0	0.062402496099843996	0.12480499219968799
2__aac6__NG_052346.1__57	641	38.0	19.0	0.029641185647425898	0.059282371294851796
2__aac6__NG_052448.1__58	641	0.0	0.0	0.0	0.0
2__aac6__NG_052389.1__59	641	0.0	0.0	0.0	0.0
2__aac6__NG_052284.1__60	641	120.0	60.0	0.093603744149766	0.187207488299532
2__aac6__NG_052263.1__61	641	0.0	0.0	0.0	0.0
2__aac6__NG_052347.1__62	641	0.0	0.0	0.0	0.0
2__aac6__NG_052336.1__63	641	86.0	37.0	0.057722308892355696	0.13416536661466458
2__aac6__NG_052415.1__64	641	42.0	21.0	0.0327613104524181	0.0655226209048362
2__aac6__NG_052468.1__65	641	0.0	0.0	0.0	0.0
2__aac6__NG_052466.1__66	641	0.0	0.0	0.0	0.0
2__aac6__NG_052175.1__67	755	112.0	112.0	0.14834437086092717	0.14834437086092717
2__aac6__NG_052189.1__68	668	402.0	218.0	0.3263473053892216	0.6017964071856288
2__aac6__NG_052204.1__69	668	82.0	42.0	0.06287425149700598	0.12275449101796407
2__aac6__NG_052138.1__70	683	269.0	111.0	0.16251830161054173	0.3938506588579795
2__aac6__NG_052341.1__71	674	192.0	93.0	0.13798219584569732	0.28486646884273
2__aac6__NG_052460.1__72	689	174.0	113.0	0.16400580551523947	0.2525399129172714
2__aac6__NG_052461.1__73	674	126.0	82.0	0.12166172106824925	0.18694362017804153
2__aac6__NG_052428.1__74	674	40.0	20.0	0.02967359050445104	0.05934718100890208
2__aac6__NG_052293.1__75	686	89.0	70.0	0.10204081632653061	0.12973760932944606
2__aac6__NG_052532.1__76	683	236.0	175.0	0.2562225475841874	0.34553440702781846
2__aac6__NG_052413.1__77	683	423.0	192.0	0.28111273792093705	0.6193265007320644
2__aac6__NG_052469.1__78	683	235.0	129.0	0.18887262079062958	0.3440702781844802
2__aac6__NG_052425.1__79	683	156.0	56.0	0.08199121522693997	0.22840409956076135
2__aac6__NG_052459.1__80	683	175.0	107.0	0.15666178623718888	0.2562225475841874
2__aac6__NG_052464.1__81	674	69.0	69.0	0.10237388724035608	0.10237388724035608
2__aac6__NG_052206.1__82	674	40.0	20.0	0.02967359050445104	0.05934718100890208
2__aac6__NG_052205.1__83	674	90.0	90.0	0.13353115727002968	0.13353115727002968
2__aac6__NG_052342.1__84	674	82.0	61.0	0.09050445103857567	0.12166172106824925
2__aac6__NG_052139.1__85	698	489.0	156.0	0.22349570200573066	0.7005730659025788
2__aac6__NG_052533.1__86	683	104.0	85.0	0.12445095168374817	0.15226939970717424
2__aac6__NG_052157.1__87	683	160.0	98.0	0.14348462664714495	0.2342606149341142
2__aac6__NG_052445.1__88	686	278.0	103.0	0.15014577259475217	0.40524781341107874
2__aac6__NG_052300.1__89	716	684.0	161.0	0.22486033519553073	0.9553072625698324
2__aac6__NG_052301.1__90	755	240.0	174.0	0.2304635761589404	0.31788079470198677
2__aac6__NG_052534.1__91	755	279.0	90.0	0.11920529801324503	0.3695364238410596
2__aac6__NG_052200.1__92	632	0.0	0.0	0.0	0.0
2__aac6__NG_052198.1__93	647	0.0	0.0	0.0	0.0
2__aac6__NG_052199.1__94	647	0.0	0.0	0.0	0.0
2__aac6__NG_052201.1__95	641	0.0	0.0	0.0	0.0
2__aac6__NG_052265.1__96	641	0.0	0.0	0.0	0.0
3__blaSPM__NG_050140.1__1	1031	159.0	61.0	0.05916585838991271	0.1542192046556741
4__cat-TC__NG_047562.1__1	917	0.0	0.0	0.0	0.0
5__smr__NG_052366.1__1	518	135.0	41.0	0.07915057915057915	0.2606177606177606
5__smr__NG_052298.1__2	518	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052457.1__1	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052458.1__2	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052397.1__3	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052216.1__4	632	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052398.1__5	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052255.1__6	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052399.1__7	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052401.1__8	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052523.1__9	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052166.1__10	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052396.1__11	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052525.1__12	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052529.1__13	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052394.1__14	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052421.1__15	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052531.1__16	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052527.1__17	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052526.1__18	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052400.1__19	638	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052528.1__20	641	38.0	19.0	0.029641185647425898	0.059282371294851796
6__aac6-Ighjkrstuvwx__NG_052395.1__21	641	0.0	0.0	0.0	0.0
6__aac6-Ighjkrstuvwx__NG_052258.1__22	641	0.0	0.0	0.0	0.0
7__qacJ__NG_048046.1__1	524	0.0	0.0	0.0	0.0
8__qacH__NG_052082.1__1	524	0.0	0.0	0.0	0.0
9__qacL__NG_052256.1__1	539	76.0	21.0	0.03896103896103896	0.14100185528756956
9__qacL__NG_048049.1__2	533	0.0	0.0	0.0	0.0
9__qacL__NG_048050.1__3	533	56.0	56.0	0.1050656660412758	0.1050656660412758
9__qacL__NG_048051.1__4	533	0.0	0.0	0.0	0.0
9__qacL__NG_051854.1__5	533	103.0	64.0	0.1200750469043152	0.19324577861163228
9__qacL__NG_048048.1__6	533	411.0	63.0	0.11819887429643527	0.7711069418386491
10__qacC__NG_048040.1__1	524	0.0	0.0	0.0	0.0
11__qacB__NG_048038.1__1	1673	0.0	0.0	0.0	0.0
11__qacB__NG_048039.1__2	1673	0.0	0.0	0.0	0.0
12__qacA__NG_048037.1__1	1545	0.0	0.0	0.0	0.0
13__qacG__NG_051904.1__1	523	0.0	0.0	0.0	0.0
14__qacF__NG_051881.1__1	533	0.0	0.0	0.0	0.0
14__qacF__NG_052516.1__2	533	0.0	0.0	0.0	0.0
14__qacF__NG_052350.1__3	533	0.0	0.0	0.0	0.0
14__qacF__NG_052365.1__4	533	0.0	0.0	0.0	0.0
14__qacF__NG_052235.1__5	533	0.0	0.0	0.0	0.0
14__qacF__NG_052417.1__6	533	0.0	0.0	0.0	0.0
14__qacF__NG_052176.1__7	539	0.0	0.0	0.0	0.0
15__qacE__NG_048041.1__1	533	596.0	243.0	0.45590994371482174	1.1181988742964353
15__qacE__NG_052493.1__2	533	341.0	207.0	0.3883677298311445	0.6397748592870544
16__blaMIR__NG_049294.1__1	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049297.1__2	1146	38.0	19.0	0.016579406631762654	0.03315881326352531
16__blaMIR__NG_049298.1__3	1146	443.0	216.0	0.18848167539267016	0.3865619546247818
16__blaMIR__NG_049300.1__4	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049309.1__5	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_050721.1__6	1146	40.0	20.0	0.017452006980802792	0.034904013961605584
16__blaMIR__NG_050722.1__7	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_050723.1__8	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049295.1__9	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049296.1__10	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049301.1__11	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049304.1__12	1205	38.0	19.0	0.015767634854771784	0.03153526970954357
16__blaMIR__NG_049307.1__13	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049308.1__14	1346	41.0	21.0	0.015601783060921248	0.030460624071322436
16__blaMIR__NG_049303.1__15	1234	0.0	0.0	0.0	0.0
16__blaMIR__NG_049299.1__16	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049302.1__17	1146	0.0	0.0	0.0	0.0
16__blaMIR__NG_049305.1__18	1188	0.0	0.0	0.0	0.0
16__blaMIR__NG_049293.1__19	1346	168.0	136.0	0.10104011887072809	0.12481426448736999
16__blaMIR__NG_049306.1__20	1146	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052304.1__1	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052305.1__2	992	252.0	183.0	0.1844758064516129	0.2540322580645161
17__ant3-Ia__NG_052306.1__3	1010	181.0	57.0	0.05643564356435644	0.1792079207920792
17__ant3-Ia__NG_052311.1__4	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052312.1__5	992	0.0	0.0	0.0	0.0
17__ant3-Ia__NG_052313.1__6	992	0.0	0.0	0.0	0.0
18__aac3-VIa__NG_047262.1__1	1100	0.0	0.0	0.0	0.0
18__aac3-VIa__NG_052583.1__2	1025	40.0	20.0	0.01951219512195122	0.03902439024390244
19__mecA2__NG_047951.1__1	2007	0.0	0.0	0.0	0.0
19__mecA2__NG_047952.1__2	2207	0.0	0.0	0.0	0.0
20__vanH-Ao2__NG_048375.1__1	1132	2891.0	545.0	0.48144876325088337	2.553886925795053
21__vanH-Ao1__NG_048374.1__1	1247	2029.0	711.0	0.570168404170008	1.6271050521251003
22__blaACC__NG_048589.1__1	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048590.1__2	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048591.1__3	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048592.1__4	1173	0.0	0.0	0.0	0.0
22__blaACC__NG_048593.1__5	1355	0.0	0.0	0.0	0.0
22__blaACC__NG_048595.1__6	1161	0.0	0.0	0.0	0.0
22__blaACC__NG_048588.1__7	1240	0.0	0.0	0.0	0.0
22__blaACC__NG_048594.1__8	1173	0.0	0.0	0.0	0.0
23__blaRTG__NG_048714.1__1	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_048717.1__2	1097	0.0	0.0	0.0	0.0
23__blaRTG__NG_051466.1__3	897	0.0	0.0	0.0	0.0
23__blaRTG__NG_048750.1__4	912	0.0	0.0	0.0	0.0
23__blaRTG__NG_048753.1__5	1097	38.0	19.0	0.01731996353691887	0.03463992707383774
23__blaRTG__NG_048718.1__6	1097	0.0	0.0	0.0	0.0
24__ermZ__NG_047856.1__1	1049	40.0	20.0	0.019065776930409915	0.03813155386081983
25__dfr18__NG_047673.1__1	755	38.0	19.0	0.025165562913907286	0.05033112582781457
26__cmlA__NG_052326.1__1	1460	0.0	0.0	0.0	0.0
26__cmlA__NG_051879.1__2	1460	0.0	0.0	0.0	0.0
26__cmlA__NG_052155.1__3	1460	0.0	0.0	0.0	0.0
27__blaB3CSP__NG_048587.1__1	1073	2015.0	777.0	0.7241379310344828	1.8779123951537744
28__rox__NG_052045.1__1	1622	38795.0	1083.0	0.6676942046855734	23.918002466091245
29__aac3-VIIa__NG_047261.1__1	1067	355.0	98.0	0.09184629803186505	0.33270852858481725
30__tetG__NG_051907.1__1	1376	2789.0	1142.0	0.8299418604651163	2.026889534883721
30__tetG__NG_048192.1__2	1176	0.0	0.0	0.0	0.0
30__tetG__NG_048191.1__3	1382	1090.0	752.0	0.5441389290882779	0.788712011577424
31__salA__NG_048067.1__1	1626	0.0	0.0	0.0	0.0
32__erm44__NG_047787.1__1	932	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047420.1__1	923	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047418.1__2	995	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047421.1__3	995	116.0	21.0	0.021105527638190954	0.11658291457286432
33__aph3-IIIa__NG_047419.1__4	917	0.0	0.0	0.0	0.0
33__aph3-IIIa__NG_047422.1__5	986	0.0	0.0	0.0	0.0
34__blaCGA__NG_048758.1__1	1079	773.0	324.0	0.3002780352177943	0.7164040778498609
35__tlmB__NG_048320.1__1	1079	154.0	58.0	0.05375347544022243	0.14272474513438368
36__tet30__NG_048122.1__1	1385	275.0	275.0	0.19855595667870035	0.19855595667870035
37__cmx__NG_047663.1__1	1376	42.0	22.0	0.015988372093023256	0.030523255813953487
37__cmx__NG_047665.1__2	1376	38.0	19.0	0.013808139534883721	0.027616279069767442
37__cmx__NG_047664.1__3	1376	97.0	97.0	0.07049418604651163	0.07049418604651163
38__catA2__NG_047595.1__1	842	0.0	0.0	0.0	0.0
38__catA2__NG_047594.1__2	842	0.0	0.0	0.0	0.0
38__catA2__NG_047592.1__3	842	40.0	20.0	0.023752969121140142	0.047505938242280284
38__catA2__NG_047593.1__4	842	0.0	0.0	0.0	0.0
38__catA2__NG_047596.1__5	842	0.0	0.0	0.0	0.0
39__catA3__NG_047597.1__1	842	0.0	0.0	0.0	0.0
40__catA1__NG_047587.1__1	860	0.0	0.0	0.0	0.0
40__catA1__NG_047583.1__2	860	0.0	0.0	0.0	0.0
40__catA1__NG_051704.1__3	860	0.0	0.0	0.0	0.0
40__catA1__NG_047582.1__4	860	0.0	0.0	0.0	0.0
40__catA1__NG_047584.1__5	860	0.0	0.0	0.0	0.0
40__catA1__NG_047586.1__6	860	38.0	19.0	0.022093023255813953	0.044186046511627906
40__catA1__NG_047585.1__7	860	38.0	19.0	0.022093023255813953	0.044186046511627906
41__blaACI__NG_048596.1__1	1017	78.0	21.0	0.02064896755162242	0.07669616519174041
42__rmtH__NG_048065.1__1	959	0.0	0.0	0.0	0.0
43__dfrA14__NG_047694.1__1	645	0.0	0.0	0.0	0.0
43__dfrA14__NG_047695.1__2	604	0.0	0.0	0.0	0.0
43__dfrA14__NG_047698.1__3	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047699.1__4	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047700.1__5	683	0.0	0.0	0.0	0.0
43__dfrA14__NG_047696.1__6	540	0.0	0.0	0.0	0.0
44__rmtB__NG_048059.1__1	756	0.0	0.0	0.0	0.0
44__rmtB__NG_051535.1__2	756	0.0	0.0	0.0	0.0
44__rmtB__NG_051536.1__3	756	0.0	0.0	0.0	0.0
44__rmtB__NG_048058.1__4	956	0.0	0.0	0.0	0.0
45__dfrA16__NG_047708.1__1	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047706.1__2	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047707.1__3	674	0.0	0.0	0.0	0.0
45__dfrA16__NG_047705.1__4	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052147.1__1	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047710.1__2	674	62.0	62.0	0.09198813056379822	0.09198813056379822
46__dfrA17__NG_047711.1__3	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047712.1__4	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047713.1__5	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052158.1__6	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052272.1__7	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_047709.1__8	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052149.1__9	674	0.0	0.0	0.0	0.0
46__dfrA17__NG_052153.1__10	674	0.0	0.0	0.0	0.0
47__dfrA10__NG_047686.1__1	764	0.0	0.0	0.0	0.0
48__rmtF__NG_048062.1__1	980	120.0	42.0	0.04285714285714286	0.12244897959183673
48__rmtF__NG_051537.1__2	980	40.0	20.0	0.02040816326530612	0.04081632653061224
49__dfrA12__NG_047690.1__1	683	0.0	0.0	0.0	0.0
49__dfrA12__NG_052329.1__2	696	0.0	0.0	0.0	0.0
49__dfrA12__NG_047691.1__3	687	0.0	0.0	0.0	0.0
49__dfrA12__NG_052186.1__4	690	0.0	0.0	0.0	0.0
49__dfrA12__NG_047692.1__5	602	0.0	0.0	0.0	0.0
49__dfrA12__NG_047688.1__6	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_047689.1__7	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_051893.1__8	680	0.0	0.0	0.0	0.0
49__dfrA12__NG_052141.1__9	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_052339.1__10	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_052518.1__11	698	0.0	0.0	0.0	0.0
49__dfrA12__NG_047687.1__12	698	0.0	0.0	0.0	0.0
50__rmtD__NG_050557.1__1	944	120.0	44.0	0.046610169491525424	0.1271186440677966
50__rmtD__NG_048061.1__2	944	195.0	78.0	0.0826271186440678	0.2065677966101695
51__cmlB1__NG_047658.1__1	1466	40.0	20.0	0.013642564802182811	0.027285129604365622
52__blaVHH__NG_050334.1__1	1052	114.0	38.0	0.03612167300380228	0.10836501901140684
53__msrA__NG_048002.1__1	1567	0.0	0.0	0.0	0.0
53__msrA__NG_048000.1__2	1667	76.0	19.0	0.011397720455908818	0.04559088182363527
53__msrA__NG_048001.1__3	1645	0.0	0.0	0.0	0.0
53__msrA__NG_047999.1__4	1645	0.0	0.0	0.0	0.0
54__cfr__NG_050395.1__1	1250	1001.0	544.0	0.4352	0.8008
54__cfr__NG_047632.1__2	1250	0.0	0.0	0.0	0.0
54__cfr__NG_047631.1__3	1250	0.0	0.0	0.0	0.0
55__ermB__NG_047800.1__1	938	0.0	0.0	0.0	0.0
55__ermB__NG_047794.1__2	938	0.0	0.0	0.0	0.0
55__ermB__NG_047801.1__3	947	0.0	0.0	0.0	0.0
55__ermB__NG_047804.1__4	838	0.0	0.0	0.0	0.0
55__ermB__NG_047799.1__5	953	0.0	0.0	0.0	0.0
55__ermB__NG_047803.1__6	938	0.0	0.0	0.0	0.0
55__ermB__NG_047795.1__7	938	0.0	0.0	0.0	0.0
55__ermB__NG_047796.1__8	938	0.0	0.0	0.0	0.0
55__ermB__NG_047802.1__9	938	0.0	0.0	0.0	0.0
55__ermB__NG_047798.1__10	938	0.0	0.0	0.0	0.0
55__ermB__NG_047797.1__11	938	0.0	0.0	0.0	0.0
56__aac2-Ia__NG_047226.1__1	737	0.0	0.0	0.0	0.0
57__lnuA__NG_047914.1__1	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047915.1__2	686	42.0	21.0	0.030612244897959183	0.061224489795918366
57__lnuA__NG_047916.1__3	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047919.1__4	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047913.1__5	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047918.1__6	686	0.0	0.0	0.0	0.0
57__lnuA__NG_050416.1__7	686	0.0	0.0	0.0	0.0
57__lnuA__NG_047917.1__8	686	0.0	0.0	0.0	0.0
58__aac2-Ic__NG_047229.1__1	734	1220.0	279.0	0.3801089918256131	1.662125340599455
59__aac2-Ib__NG_047227.1__1	788	2610.0	488.0	0.6192893401015228	3.3121827411167515
60__aac2-Ie__NG_050581.1__1	749	0.0	0.0	0.0	0.0
61__aac2-Id__NG_047230.1__1	833	617.0	229.0	0.27490996398559425	0.7406962785114045
62__blaAST__NG_048690.1__1	1133	470.0	164.0	0.14474845542806708	0.4148278905560459
63__vanH-Pt__NG_048390.1__1	1169	2482.0	842.0	0.72027373823781	2.1231822070145423
64__ermE__NG_047821.1__1	1313	190.0	95.0	0.07235338918507235	0.1447067783701447
64__ermE__NG_047822.1__2	1341	122.0	42.0	0.03131991051454139	0.09097688292319164
65__blaERP__NG_049087.1__1	882	120.0	43.0	0.048752834467120185	0.1360544217687075
66__cfxA__NG_047633.1__1	1166	0.0	0.0	0.0	0.0
66__cfxA__NG_047635.1__2	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047634.1__3	1080	0.0	0.0	0.0	0.0
66__cfxA__NG_047636.1__4	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047637.1__5	966	0.0	0.0	0.0	0.0
66__cfxA__NG_047638.1__6	966	0.0	0.0	0.0	0.0
67__tet41__NG_048142.1__1	1382	164.0	82.0	0.059334298118668596	0.11866859623733719
68__vgaD__NG_048560.1__1	1778	0.0	0.0	0.0	0.0
69__vanF__NG_048367.1__1	1232	25262.0	1232.0	1.0	20.50487012987013
70__aph9-Ia__NG_047473.1__1	1196	0.0	0.0	0.0	0.0
70__aph9-Ia__NG_051696.1__2	1193	0.0	0.0	0.0	0.0
71__aph9-Ib__NG_047474.1__1	1193	154.0	77.0	0.06454316848281642	0.12908633696563285
72__vanX-Pt__NG_048499.1__1	785	1763.0	661.0	0.8420382165605096	2.245859872611465
72__vanX-Pt__NG_048497.1__2	809	0.0	0.0	0.0	0.0
72__vanX-Pt__NG_048498.1__3	809	380.0	380.0	0.46971569839307786	0.46971569839307786
73__blaSRT__NG_047546.1__1	1207	76.0	38.0	0.03148301574150787	0.06296603148301574
73__blaSRT__NG_047547.1__2	1298	76.0	38.0	0.029275808936825885	0.05855161787365177
73__blaSRT__NG_047548.1__3	1137	42.0	22.0	0.019349164467897976	0.036939313984168866
73__blaSRT__NG_050142.1__4	1237	0.0	0.0	0.0	0.0
73__blaSRT__NG_050143.1__5	1137	78.0	39.0	0.03430079155672823	0.06860158311345646
73__blaSRT__NG_050144.1__6	1237	90.0	45.0	0.03637833468067906	0.07275666936135812
74__myrA__NG_048010.1__1	1088	271.0	136.0	0.125	0.24908088235294118
75__mecA1__NG_047950.1__1	2069	40.0	20.0	0.009666505558240696	0.01933301111648139
75__mecA1__NG_047949.1__2	2201	0.0	0.0	0.0	0.0
76__kamB__NG_050562.1__1	848	205.0	82.0	0.09669811320754718	0.2417452830188679
76__kamB__NG_050561.1__2	848	0.0	0.0	0.0	0.0
77__ble-Sh__NG_047556.1__1	438	0.0	0.0	0.0	0.0
78__blaSCO__NG_049978.1__1	1067	0.0	0.0	0.0	0.0
79__blaHMB__NG_050588.1__1	726	0.0	0.0	0.0	0.0
79__blaHMB__NG_052225.1__2	926	109.0	109.0	0.11771058315334773	0.11771058315334773
80__erm45__NG_047788.1__1	938	0.0	0.0	0.0	0.0
81__bcr1__NG_052042.1__1	1388	0.0	0.0	0.0	0.0
82__tetBP__NG_048319.1__1	2159	510.0	396.0	0.18341824918943955	0.23622047244094488
83__aacA48__NG_052025.1__1	704	38.0	19.0	0.026988636363636364	0.05397727272727273
84__aacA49__NG_052026.1__1	706	0.0	0.0	0.0	0.0
85__aacA43__NG_052295.1__1	764	0.0	0.0	0.0	0.0
85__aacA43__NG_047321.1__2	764	327.0	60.0	0.07853403141361257	0.4280104712041885
85__aacA43__NG_052508.1__3	764	0.0	0.0	0.0	0.0
86__aadD1__NG_047372.1__1	962	0.0	0.0	0.0	0.0
86__aadD1__NG_047376.1__2	762	0.0	0.0	0.0	0.0
87__blaKPC__NG_049243.1__1	882	0.0	0.0	0.0	0.0
87__blaKPC__NG_049246.1__2	882	38.0	19.0	0.021541950113378686	0.04308390022675737
87__blaKPC__NG_049251.1__3	960	0.0	0.0	0.0	0.0
87__blaKPC__NG_049254.1__4	882	0.0	0.0	0.0	0.0
87__blaKPC__NG_052581.1__5	876	0.0	0.0	0.0	0.0
87__blaKPC__NG_049244.1__6	882	38.0	19.0	0.021541950113378686	0.04308390022675737
